,Data i miejsce urodzenia:,Funkcja w Sejmie:,Klub/koło:,Liczba głosów:,Lista:,Okręg wyborczy:,Staż parlamentarny:,Strona WWW:,Tytuł/stopień naukowy:,Ukończona szkoła:,Wybrany dnia:,Wygaśnięcie mandatu:,Wykształcenie:,Zawód:,imie
324,11-09-1966,,Klub Parlamentarny Prawo i Sprawiedliwość,16971,Prawo i Sprawiedliwość,15  Tarnów,poseł VII kadencji,,,"Akademia Ekonomiczna w Krakowie, Wydział Ekonomiki Obrotu, Ekonomika i Organizacja Obrotu i Usług - magister (1990)",25-10-2015,,wyższe,ekonomista,Urszula Rusecka
325,06-05-1959,,Klub Parlamentarny Platforma Obywatelska,14537,Platforma Obywatelska,17  Radom,brak,,,"Wyższa Szkoła Inżynierska w Radomiu, Wydział Ekonomiczny, Ekonomia i Organizacja - magister (1989)",25-10-2015,,wyższe,ekonomista,Leszek Ruszczyk
326,24-01-1962,,Klub Parlamentarny Platforma Obywatelska,10157,Platforma Obywatelska,10  Piotrków Trybunalski,"poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny, Socjologia - magister (2008)",25-10-2015,,wyższe,socjolog,Dorota Rutkowska
327,03-12-1978,,Klub Parlamentarny Platforma Obywatelska,27916,Platforma Obywatelska,38  Piła,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Politologia, Marketing Polityczny i Samorządowość - magister (2002)",25-10-2015,,wyższe,parlamentarzysta,Jakub Rutnicki
328,04-10-1957,,Klub Parlamentarny Platforma Obywatelska,14562,Platforma Obywatelska,22  Krosno,"poseł VI kadencji, poseł VII kadencji",,,"Akademia Wychowania Fizycznego w Krakowie, Wydział Wychowanie Fizyczne, Nauczycielski - magister (1984)",25-10-2015,,wyższe,nauczyciel,Marek Rząsa
329,05-09-1992,,Klub Poselski Kukiz'15,9229,Prawo i Sprawiedliwość,11  Sieradz,brak,,,Liceum Ogólnokształcące w Ozorkowie (2011),25-10-2015,,średnie ogólne,samorządowiec,Łukasz Rzepecki
330,01-02-1961,,Klub Parlamentarny Prawo i Sprawiedliwość,28356,Prawo i Sprawiedliwość,22  Krosno,poseł VII kadencji,, doktor,"Wyższa Szkoła Pedagogiczna w Krakowie, Wydział Humanistyczny, Nauki Społeczne - magister (1985)",25-10-2015,,wyższe,nauczyciel,Bogdan Rzońca
331,31-07-1986,,Klub Poselski Kukiz'15,11977,Kukiz'15,11  Sieradz,brak,,,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Prawa, Prawa Kanonicznego i Administracji, Prawo - magister (2010)",25-10-2015,,wyższe,prawnik,Tomasz Rzymkowski
332,08-10-1971,,Klub Poselski Kukiz'15,10722,Kukiz'15,7  Chełm,brak,, doktor,"Szkoła Główna Gospodarstwa Wiejskiego, Wydział Ekonomiczno-Rolniczy, Ekonomia - magister (1998)",25-10-2015,,wyższe,przedsiębiorca,Jarosław Sachajko
333,05-03-1954,,Poseł niezrzeszony,15705,Kukiz'15,21  Opole,brak,,,"Akademia Górniczo-Hutnicza, Wydział Organizacja i Zarządzanie Przemysłem - magister inżynier (1979)",25-10-2015,,wyższe,dziennikarz,Janusz Sanocki
334,06-11-1969,,Klub Parlamentarny Prawo i Sprawiedliwość,43250,Prawo i Sprawiedliwość,20  Warszawa,poseł VII kadencji,,,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (1998)",25-10-2015,,wyższe,historyk,Jacek Sasin
335,08-04-1958,,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,11892,Polskie Stronnictwo Ludowe,18  Siedlce,"poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",, doktor,"Wyższa Szkoła Rolniczo-Pedagogiczna, Wydział Rolniczy, Rolnictwo - magister inżynier (1983)",25-10-2015,,wyższe,inżynier rolnictwa,Marek Sawicki
336,18-02-1963,,Klub Parlamentarny Platforma Obywatelska,42376,Platforma Obywatelska,33  Kielce,"poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Historia - magister (1990)",25-10-2015,,wyższe,poseł na Sejm RP,Grzegorz Schetyna
337,08-02-1972,,Klub Poselski Nowoczesna,12655,Nowoczesna Ryszarda Petru,5  Toruń,brak,,,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Humanistyczny, Socjologia - magister (1997)",25-10-2015,,wyższe,zawodowy działacz organizacji pozarządowej,Joanna Scheuring-Wielgus
338,14-09-1978,,Klub Poselski Nowoczesna,35202,Nowoczesna Ryszarda Petru,39  Poznań,brak,,,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Zarządzania, Handel Międzynarodowy - magister (2002)",25-10-2015,,wyższe,ekonomista,Joanna Schmidt
339,11-11-1978,,Klub Parlamentarny Prawo i Sprawiedliwość,16134,Prawo i Sprawiedliwość,22  Krosno,brak,,,"Katolicki Uniwersytet Lubelski, Wydział Nauk Społecznych, Socjologia - magister (2003)",25-10-2015,,wyższe,socjolog,Anna Schmidt-Rodziewicz
340,14-02-1961,,Klub Parlamentarny Prawo i Sprawiedliwość,15948,Prawo i Sprawiedliwość,11  Sieradz,"poseł I kadencji, poseł III kadencji, poseł VII kadencji",,,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Wydział Humanistyczny, Filologia polska - magister (1986)",25-10-2015,,wyższe,parlamentarzysta,Grzegorz Schreiber
341,26-05-1987,,Klub Parlamentarny Prawo i Sprawiedliwość,7291,Prawo i Sprawiedliwość,4  Bydgoszcz,brak,,,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Wydział Administracji i Nauk Społecznych, Administracja - magister (2013)",25-10-2015,,wyższe,pracownik samorządowy,Łukasz Schreiber
342,01-05-1963,,Klub Parlamentarny Prawo i Sprawiedliwość,34997,Prawo i Sprawiedliwość,25  Gdańsk,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Gdański, Wydział Humanistyczno-Filologiczny, Historia - magister (1988)",25-10-2015,,wyższe,parlamentarzysta,Jarosław Sellin
343,07-07-1963,,Klub Parlamentarny Prawo i Sprawiedliwość,13953,Prawo i Sprawiedliwość,14  Nowy Sącz,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Jagielloński w Krakowie, Wydział Filozoficzno-Historyczny, Historia - magister (1988)",25-10-2015,,wyższe,nauczyciel,Edward Siarka
344,23-03-1982,,Klub Parlamentarny Prawo i Sprawiedliwość,12073,Kukiz'15,18  Siedlce,brak,,,"Akademia Obrony Narodowej, Wydział Bezpieczeństwa Narodowego, Bezpieczeństwo Narodowe - magister (2010)",25-10-2015,,wyższe,specjalista ds. planowania obronnego,Anna Maria Siarkowska
345,12-06-1962,,Klub Parlamentarny Platforma Obywatelska,6868,Platforma Obywatelska,8  Zielona Góra,poseł VII kadencji,,,"Politechnika Szczecińska, Wydział Budownictwa i Architektury, Technologia i Organizacja Budowy - magister inżynier (1987)",25-10-2015,,wyższe,parlamentarzysta,Krystyna Sibińska
346,02-07-1967,,Klub Parlamentarny Platforma Obywatelska,30786,Platforma Obywatelska,2  Wałbrzych,brak,,,"Szkoła Główna Handlowa w Warszawie, Wydział Handel Zagraniczny, Ekonomika i organizacja Handlu Zagranicznego - magister (1992)",25-10-2015,,wyższe,ekonomista,Tomasz Siemoniak
347,14-11-1976,,Klub Poselski Kukiz'15,12127,Kukiz'15,30  Rybnik,brak,,,"Politechnika Śląska, Wydział Górnictwa i Geologii, Górnictwo i Geologia - inżynier (2002)",25-10-2015,,wyższe,inżynier górnik,Krzysztof Sitarski
348,22-07-1954,,Klub Parlamentarny Platforma Obywatelska,23576,Platforma Obywatelska,23  Rzeszów,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie Filia w Rzeszowie, Wydział Prawa i Administracji, Prawo Administracyjne - magister (1978)",25-10-2015,,wyższe,administratywista,Krystyna Skowrońska
349,05-12-1969,,Klub Parlamentarny Prawo i Sprawiedliwość,7058,Prawo i Sprawiedliwość,17  Radom,"senator VII kadencji, senator VIII kadencji",,,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych - magister (2010)",25-10-2015,,wyższe,dziennikarz,Wojciech Skurkiewicz
350,26-02-1975,,Klub Poselski Kukiz'15,11089,Kukiz'15,4  Bydgoszcz,brak,,,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Wydział Humanistyczny, Filologia Polska - magister (2002)",25-10-2015,,wyższe,dziennikarz,Paweł Skutecki
351,09-09-1938,,Klub Parlamentarny Prawo i Sprawiedliwość,5572,Prawo i Sprawiedliwość,20  Warszawa,"poseł I kadencji, poseł III kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",, doktor,"Politechnika Warszawska, Wydział Elektryczny, Automatyka, Energoelektryka - magister inżynier (1965)",25-10-2015,,wyższe,nauczyciel akademicki,Andrzej Smirnow
352,15-07-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,12424,Prawo i Sprawiedliwość,25  Gdańsk,"poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Gdański, Wydział Prawa i Administracji, Prawo - magister (1978)",25-10-2015,,wyższe,adwokat,Kazimierz Smoliński
353,27-03-1951,,Klub Parlamentarny Prawo i Sprawiedliwość,16269,Prawo i Sprawiedliwość,5  Toruń,"poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Chemii, Chemia - magister (1988)",25-10-2015,,wyższe,nauczyciel,Anna Elżbieta Sobecka
354,05-06-1952,,Klub Parlamentarny Prawo i Sprawiedliwość,5014,Prawo i Sprawiedliwość,30  Rybnik,"poseł X kadencji, poseł I kadencji, poseł III kadencji, poseł VII kadencji",,,Liceum Ogólnokształcące dla pracujących w Knurowie (1981),25-10-2015,,średnie ogólne,menedżer,Czesław Sobierajski
355,13-03-1977,,Klub Parlamentarny Prawo i Sprawiedliwość,16643,Prawo i Sprawiedliwość,6  Lublin,brak,,,"Katolicki Uniwersytet Lubelski, Wydział Humanistyczny, Historia - magister (2001)",25-10-2015,,wyższe,pracownik samorządowy,Artur Soboń
356,03-12-1953,,Klub Parlamentarny Platforma Obywatelska,11715,Platforma Obywatelska,13  Kraków,brak,,,"Uniwersytet Jagielloński Kraków, Wydział Prawa i Administracji, Prawo - magister (1978)",25-10-2015,,wyższe,radny województwa,Bogusław Sonik
357,10-12-1963,,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,7230,Polskie Stronnictwo Ludowe,5  Toruń,"poseł IV kadencji, poseł V kadencji, poseł VII kadencji",,,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Nauk Historycznych, Historia - magister (2000)",25-10-2015,,wyższe,nauczyciel historii,Zbigniew Sosnowski
358,08-05-1951,,Klub Parlamentarny Prawo i Sprawiedliwość,23809,Prawo i Sprawiedliwość,31  Katowice,"poseł V kadencji, poseł VI kadencji",,,"Śląska Akademia Medyczna, Wydział Lekarski - lekarz (1975)",25-10-2015,,wyższe,lekarz medycyny - neurolog,Andrzej Sośnierz
359,04-02-1967,,Klub Poselski Nowoczesna,20867,Platforma Obywatelska,12  Chrzanów,brak,http://mareksowa.eu,,"Akademia Górniczo-Hutnicza w Krakowie, Wydział Zarządzania, Zarządzanie - magister (2002)",25-10-2015,,wyższe,ekonomista,Marek Sowa
360,09-08-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,15713,Prawo i Sprawiedliwość,6  Lublin,"poseł VI kadencji, poseł VII kadencji",,,"Politechnika Lubelska, Wydział Mechaniki, Samochody i Ciągniki - magister inżynier (1980)",25-10-2015,,wyższe,nauczyciel konsultant,Lech Sprawka
361,08-07-1973,,Klub Parlamentarny Prawo i Sprawiedliwość,41296,Prawo i Sprawiedliwość,3  Wrocław,brak,,,"Dolnośląska Szkoła Wyższa, Wydział Nauk Pedagogicznych, Pedagogika specjalna - magister (2017)",25-10-2015,,wyższe,pedagog,Mirosława Stachowiak-Różecka
362,26-02-1973,,Klub Parlamentarny Prawo i Sprawiedliwość,9039,Prawo i Sprawiedliwość,32  Sosnowiec,brak,,,"Uniwersytet Ślaski w Katowicach, Wydział Nauk Społecznych, Historia - magister (1998)",25-10-2015,,wyższe,urzędnik samorządowy,Dariusz Starzycki
363,28-04-1968,,Klub Parlamentarny Platforma Obywatelska,12017,Nowoczesna Ryszarda Petru,4  Bydgoszcz,brak,,,"Uniwersytet im. Mikołaja Kopernika w Toruniu, Wydział Prawa, Prawo - magister (1994)",25-10-2015,,wyższe,przedsiębiorca,Michał Stasiński
364,03-10-1963,,Klub Parlamentarny Prawo i Sprawiedliwość,15807,Prawo i Sprawiedliwość,6  Lublin,"poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny, Historia - magister (1989)",25-10-2015,,wyższe,historyk,Jarosław Stawiarski
365,23-09-1978,,Klub Poselski Nowoczesna,10041,Nowoczesna Ryszarda Petru,1  Legnica,brak,,,"Wyższa Szkoła Bankowa we Wrocławiu, Finanse i Bankowość - licencjat (2000)",25-10-2015,,wyższe,ekonomista,Elżbieta Stępień
366,10-01-1976,,Klub Poselski Nowoczesna,13357,Nowoczesna Ryszarda Petru,27  Bielsko-Biała,brak,,,"Wyższa Szkoła Bankowa w Poznaniu, Wydział Zamiejscowy w Chorzowie, Finanse i Bankowość - licencjat (2000)",25-10-2015,,wyższe,ekonomista,Mirosław Suchoń
367,11-06-1958,,Klub Parlamentarny Prawo i Sprawiedliwość,36542,Prawo i Sprawiedliwość,17  Radom,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Pomaturalne Studium Zawodowe, Technik Teatralny (1980)",25-10-2015,,średnie policelane/pomaturalne,parlamentarzysta,Marek Suski
368,10-06-1964,,Klub Parlamentarny Platforma Obywatelska,5702,Platforma Obywatelska,40  Koszalin,"poseł VI kadencji, poseł VII kadencji",,,"Akademia Rolnicza w Poznaniu, Ogrodnictwo - magister inżynier (1989)",25-10-2015,,wyższe,przedsiębiorca,Paweł Suski
369,03-10-1967,,Klub Parlamentarny Prawo i Sprawiedliwość,7024,Prawo i Sprawiedliwość,41  Szczecin,brak,,,"Uniwersytet Szczeciński, Wydział Humanistyczny, Politologia i Nauki Społeczne w zakresie Socjologii - magister (2001)",25-10-2015,,wyższe,socjolog,Artur Szałabawka
370,16-12-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,34979,Prawo i Sprawiedliwość,29  Gliwice,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Śląski, Wydział Prawa, Prawo - magister (1983)",25-10-2015,,wyższe,adwokat,Wojciech Szarama
371,14-12-1977,,Klub Parlamentarny Platforma Obywatelska,4919,Platforma Obywatelska,19  Warszawa,"poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Warszawski, Wydział Instytut Stosowanych Nauk Społecznych, Socjologia (2001)",25-10-2015,,wyższe,poseł na Sejm RP,Michał Szczerba
372,14-03-1961,,Klub Parlamentarny Prawo i Sprawiedliwość,15635,Prawo i Sprawiedliwość,15  Tarnów,brak,,,"Akademia Medyczna w Lublinie, Wydział Pielęgniarski - magister (1994)",25-10-2015,,wyższe,menadżer ochrony zdrowia,Józefa Szczurek-Żelazko
373,24-06-1957,,Klub Parlamentarny Prawo i Sprawiedliwość,31013,Prawo i Sprawiedliwość,26  Gdynia,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Policealne Studium Medyczne, Pielęgniarstwo (1979)",25-10-2015,,średnie policelane/pomaturalne,pielęgniarka dyplomowana,Jolanta Szczypińska
374,27-02-1987,,Klub Parlamentarny Prawo i Sprawiedliwość,6991,Prawo i Sprawiedliwość,40  Koszalin,brak,,,"Europejska Wyższa Szkoła Prawa i Administracji (Warszawa), Wydział Prawa, Prawo - magister (2011)",25-10-2015,,wyższe,prawnik,Paweł Szefernaker
375,23-09-1953,,Klub Parlamentarny Prawo i Sprawiedliwość,7863,Prawo i Sprawiedliwość,7  Chełm,brak,,,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo Finansowe - magister (1977)",25-10-2015,,wyższe,prawnik,Jan Szewczak
376,05-06-1983,,Klub Parlamentarny Prawo i Sprawiedliwość,9142,Prawo i Sprawiedliwość,12  Chrzanów,brak,,,"Akademia Wychowania Fizycznego w Krakowie, Wydział Wychowanie Fizyczne, Naczycielski - magister (2008)",25-10-2015,,wyższe,nauczyciel,Jarosław Szlachetka
377,19-01-1947,,Klub Parlamentarny Prawo i Sprawiedliwość,24365,Prawo i Sprawiedliwość,23  Rzeszów,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",, doktor,"Wyższa Szkoła Inżynierska Rzeszów, Wydział Elektryczny, Elektrotechnika - inżynier (1970)",25-10-2015,,wyższe,nauczyciel akademicki,Andrzej Szlachta
378,06-12-1984,,Klub Poselski Nowoczesna,12539,Nowoczesna Ryszarda Petru,36  Kalisz,brak,,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Wydział Nauk Politycznych i Dziennikarstwa, Politologia - magister (2008)",25-10-2015,,wyższe,politolog,Adam Szłapka
379,18-06-1989,,Klub Poselski Kukiz'15,13552,Kukiz'15,5  Toruń,brak,,,"Wyższa Szkoła Bankowa w Toruniu, Wydział Zarządzania, Logistyka w Biznesie - licencjat (2012)",25-10-2015,,wyższe,żołnierz szeregowy,Paweł Szramka
380,25-05-1963,,Klub Parlamentarny Prawo i Sprawiedliwość,9019,Prawo i Sprawiedliwość,6  Lublin,brak,, doktor habilitowany,"Akademia Rolnicza w Lublinie, Wydział Weterynaryjny, Weterynaria - lekarz weterynarii (1988)",25-10-2015,,wyższe,lekarz weterynarii,Krzysztof Szulowski
381,28-06-1956,,Klub Parlamentarny Platforma Obywatelska,14533,Platforma Obywatelska,29  Gliwice,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Śląski, Wydział Matematyka, Fizyka i Chemia, Matematyka - magister (1983)",25-10-2015,,wyższe,nauczyciel,Krystyna Szumilas
382,12-04-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,46220,Prawo i Sprawiedliwość,27  Bielsko-Biała,"poseł III kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Krakowska Szkoła Wyższa im. A.F. Modrzewskiego, Wydział Prawa i Administracji, Administracja Publiczna - magister (2006)",25-10-2015,,wyższe,parlamentarzysta,Stanisław Szwed
383,10-06-1962,,Klub Parlamentarny Prawo i Sprawiedliwość,10483,Prawo i Sprawiedliwość,23  Rzeszów,brak,,,"Uniwersytet im. M. Curie Skłodowskiej w Lublinie - filia w Rzeszowie, Wydział Prawa i Administracja, Prawo - magister (1988)",25-10-2015,,wyższe,radca prawny,Halina Szydełko
384,15-04-1963,,Klub Parlamentarny Prawo i Sprawiedliwość,96127,Prawo i Sprawiedliwość,12  Chrzanów,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Jagielloński, Wydział Filozoficzno-Historyczny, Etnografia - magister (1987)",25-10-2015,,wyższe,parlamentarzysta,Beata Szydło
385,11-04-1951,,Klub Parlamentarny Platforma Obywatelska,15596,Platforma Obywatelska,39  Poznań,"poseł VI kadencji, poseł VII kadencji",,,"Wyższa Szkoła Zarządzania i Bankowości, Wydział Administracja, Polityka Administracyjna - magister (2005)",25-10-2015,,wyższe,doradca podatkowy,Bożena Szydłowska
386,24-04-1952,,Klub Parlamentarny Prawo i Sprawiedliwość,5712,Prawo i Sprawiedliwość,1  Legnica,brak,,,"Akademia Ekonomiczna we Wrocławiu, Wydział Gospodarka Narodowa, Ekonomika Handlu Wewnętrznego - dyplomowany ekonomista (1977)",25-10-2015,,wyższe,biegły rewident,Ewa Szymańska
387,24-04-1978,,Klub Parlamentarny Platforma Obywatelska,10399,Platforma Obywatelska,5  Toruń,poseł VII kadencji,,,"Uniwersytet Mikołaja Kopernika, Wydział Prawa i Administracji, Administracja - magister (2003)",25-10-2015,,wyższe,poseł zawodowy,Tomasz Szymański
388,24-11-1982,,Klub Parlamentarny Prawo i Sprawiedliwość,8676,Prawo i Sprawiedliwość,39  Poznań,brak,,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracja, Stosunki Międzynarodowe - magister (2006)",25-10-2015,,wyższe,samorządowiec,Szymon Szynkowski vel Sęk
389,19-04-1944,,Klub Parlamentarny Prawo i Sprawiedliwość,15015,Prawo i Sprawiedliwość,20  Warszawa,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,profesor doktor habilitowany(2001),"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Leśny, Leśnictwo - magister inżynier (1966)",25-10-2015,,wyższe,leśnik,Jan Szyszko
390,22-12-1975,,Klub Poselski Kukiz'15,17630,Kukiz'15,13  Kraków,brak,,,"Uniwersytet Śląski, Wydział Wydział Nauk Społecznych, Socjologia - magister (2001)",25-10-2015,,wyższe,socjolog,Agnieszka Ścigaj
391,03-01-1941,,Klub Parlamentarny Platforma Obywatelska,21424,Platforma Obywatelska,9  Łódź,"poseł I kadencji, poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Łódzki, Wydział Filologiczny, Filologia Polska - magister (1963)",25-10-2015,,wyższe,dziennikarz,Iwona Śledzińska-Katarasińska
392,26-05-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,26671,Prawo i Sprawiedliwość,26  Gdynia,poseł VII kadencji,,,"Politechnika Gdańska, Wydział Instytut Okrętowy, Mechanika specjalna, okręty - magister inżynier (1981)",25-10-2015,,wyższe,inżynier mechanik,Janusz Śniadek
393,16-12-1955,,Klub Parlamentarny Prawo i Sprawiedliwość,17281,Prawo i Sprawiedliwość,3  Wrocław,poseł VII kadencji,,,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia polska (1980)",25-10-2015,,wyższe,specjalista marketingu,Jacek Świat
394,17-04-1947,,Klub Parlamentarny Platforma Obywatelska,8329,Platforma Obywatelska,19  Warszawa,"poseł X kadencji, poseł II kadencji, poseł VII kadencji",, doktor,"Uniwersytet Warszawski, Wydział Instytut Socjologii, Socjologia (1970)",25-10-2015,,wyższe,ekonomista,Marcin Święcicki
395,27-03-1979,,Klub Parlamentarny Prawo i Sprawiedliwość,7475,Prawo i Sprawiedliwość,33  Kielce,brak,,,"Katolicki Uniwersytet Lubelski, Wydział Prawa i Administracji, Prawo - magister (2006)",25-10-2015,,wyższe,mgr prawa,Dominik Tarczyński
396,19-05-1950,,Klub Parlamentarny Prawo i Sprawiedliwość,26372,Prawo i Sprawiedliwość,18  Siedlce,"poseł I kadencji, poseł III kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Politechnika Warszawska, Wydział Elektryczny, Zabezpieczenia elektroenergetyczne - magister inżynier (1974)",25-10-2015,,wyższe,parlamentarzysta,Krzysztof Tchórzewski
397,18-04-1969,,Klub Parlamentarny Prawo i Sprawiedliwość,18670,Prawo i Sprawiedliwość,10  Piotrków Trybunalski,"poseł VI kadencji, poseł VII kadencji",,,"Politechnika Krakowska, Wydział Inżynierii środowiska, Ochrona środowiska - inżynier (1996)",25-10-2015,,wyższe,rolnik,Robert Telus
398,02-09-1949,Wicemarszałek Sejmu od 12-11-2015,Klub Parlamentarny Prawo i Sprawiedliwość,7913,Prawo i Sprawiedliwość,13  Kraków,"poseł VI kadencji, poseł VII kadencji",,profesor doktor habilitowany(2002),"Uniwersytet Jagielloński w Krakowie, Wydział Filozoficzno-Historyczny, Historia - magister (1976)",25-10-2015,,wyższe,nauczyciel akademicki,Ryszard Terlecki
399,01-11-1965,,Klub Parlamentarny Prawo i Sprawiedliwość,36422,Prawo i Sprawiedliwość,31  Katowice,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Nauk Społecznych, Socjologia - magister (1993)",25-10-2015,,wyższe,ekonomista,Grzegorz Tobiszowski
400,05-08-1949,,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,4606,Polskie Stronnictwo Ludowe,7  Chełm,poseł VII kadencji,,,"Wyższa Szkoła Rolnicza w Lublinie, Wydział Rolniczy, Rolnictwo - inżynier (1972)",25-10-2015,,wyższe,parlamentarzysta,Genowefa Tokarska
401,14-04-1947,,Klub Parlamentarny Prawo i Sprawiedliwość,5114,Prawo i Sprawiedliwość,19  Warszawa,"poseł III kadencji, senator VI kadencji",,,"Uniwersytet Warszawski, Wydział Matematyczno-Fizyczny, Fizyka - magister (1974)",25-10-2015,,wyższe,fizyk,Ewa Tomaszewska
402,27-07-1973,,Klub Parlamentarny Platforma Obywatelska,10687,Platforma Obywatelska,39  Poznań,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa, Prawo - magister (1998)",25-10-2015,,wyższe,notariusz,Jacek Tomczak
403,25-08-1984,,Klub Parlamentarny Platforma Obywatelska,26781,Platforma Obywatelska,11  Sieradz,"poseł VI kadencji, poseł VII kadencji",,,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Marketing polityczny - magister (2008)",25-10-2015,,wyższe,politolog,Cezary Tomczyk
404,Klub Parlamentarny Platforma Obywatelska,,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji",10814,Platforma Obywatelska,31  Katowice,Zmarł,,,wyższe,25-10-2015,2015-11-28,02-03-1961,"Politechnika Krakowska, Wydział Inżynierii Sanitarnej i Wodnej, Budownictwo wodne - magister inżynier (1986)",Tomasz Tomczykiewicz
405,25-07-1990,,Klub Poselski Nowoczesna,14141,Nowoczesna Ryszarda Petru,24  Białystok,brak,,,"Uniwersytet w Białymstoku, Wydział Ekonomia i Zarządzanie, Ekonomia - magister (2014)",25-10-2015,,wyższe,ekonomista,Krzysztof Truskolaski
406,17-01-1972,,Klub Parlamentarny Platforma Obywatelska,47080,Platforma Obywatelska,13  Kraków,brak,, doktor,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Międzynarodowe stosunki gospodarcze i polityczne - magister (1996)",25-10-2015,,wyższe,wykładowca akademicki,Rafał Trzaskowski
407,30-12-1981,,Klub Parlamentarny Prawo i Sprawiedliwość,17289,Prawo i Sprawiedliwość,6  Lublin,brak,http://www.tulajew.pl/,,"Politechnika Lubelska, Wydział Elektrotechnika i Informatyka, Elektrotechnika - magister inżynier (2005)",25-10-2015,,wyższe,pracownik samorządowy,Sylwester Tułajew
408,11-04-1979,Wicemarszałek Sejmu od 12-11-2015,Klub Poselski Kukiz'15,14670,Kukiz'15,20  Warszawa,brak,, doktor,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2004)",25-10-2015,,wyższe,wykładowca akademicki,Stanisław Tyszka
409,07-06-1963,,Klub Parlamentarny Platforma Obywatelska,19453,Platforma Obywatelska,24  Białystok,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",,,II Liceum Ogólnokształcące w Białymstoku (1983),25-10-2015,,średnie ogólne,wydawca,Robert Tyszkiewicz
